id,keyword,location,text,target
3309,deluge,"Αττική, Ελλάς",The #insurance sector has seen a deluge of disruption (from multiple directions). Which model shows the most promis… https://t.co/CKiQwaRd9m,0
3310,deluge,South London,One of the problems about living in Bermondsey the moment anyone mentions “biblical weather” we expect… https://t.co/JmFGIzZTzs,0
3311,deluge,L'île inconnue,"Guess 2012 was on the cuspm of #DeleteFacebook after that, came the deluge. of twits",0
3312,deluge,St.Elsewhere.,To slap any of them who says such rubbish next to me is what I crave to do. Imagine th…,0
3313,deluge,Bangalore,"#Training 💻 Learn about Deluge scripting, third-party app integration, AI, mobile SDKs in Creator, and much more. Join thi…",0
3314,deluge,"Rosscarbery, Co. Cork","It’s weird after deluge &amp; driving wind, now it’s windy &amp; cold. Time out to light the fire &amp; warm up https://t.co/91rXQAVeUC",0
3315,deluge,"Wales, United Kingdom",We try our best each week. It’s a deluge of poetry so some people get less of a r… https://t.co/aTfRJa8nkw,0
3316,deluge,"Reading,Berkshire,England,UK",You may need your brolly today ☔ #rdguk #weather #slough https://t.co/U1LZZEvAIH,0
3317,deluge,"Houston, TX","I think we did to Clemson what they did to bama last year, which is basically the only way you win this game… https://t.co/FjABo57ly4",0
3318,deluge,PRETORIA,See this Instagram video by https://t.co/iNiaSKX9p4,0
3319,deluge,,To slap any of them who says such rubbish next to me is what I crave to do. Ima… https://t.co/IRNzEDH2U7,0
3320,deluge,,(Data ∩ Water) Terms_final_final * Lake * Stream * Flow * Storm™ * Cloud * Fog * Pipeline * Firehose * Hydrate * Filter * C…,0
3321,deluge,Pleasanton/Chennai,"#Training 💻 Learn about Deluge scripting, third-party app integration, AI, mobile SDKs in Creator, and much more. J… https://t.co/TxGYDMgxH2",0
3322,deluge,,A deluge is like a backdate,0
3323,deluge,House Tyrell of Highgarden,APP TO???? OR WEBSITE??? OMG I STILL REMEMBER POKEMON DELUGE CIRCA 2010,0
3324,deluge,"Russell Island, Qld Australia","A sudden deluge of rain could fall in bushfire-ravaged parts of New South Wales this weekend, if forecasts prove correc…",0
3325,deluge,,A sudden deluge of rain could fall in bushfire-ravaged parts of New South Wales this weekend. https://t.co/5FjxKKZ3nN #NSW…,0
3326,deluge,,But DO keep rattling the bars and screaming about how TERRIFIED!!! everyone should be so the constant deluge of how… https://t.co/4UZ1sh3Ern,0
3327,deluge,"Skinwalker Territory, Arizona",The eternal landlord,0
3328,deluge,Mexico,Increased fertility from IQ-gap income-premium wont stem the deluge of incontinent Dimwit reproduction… https://t.co/RFrJLrxBL2,0
3329,deluge,"Knoxville, TN",sure am digging this deluge of hyper-criticism perpetually hounding the only significant female candidate for presi… https://t.co/rUE2FLqOKl,0
3330,deluge,You Figure It Out!,"I’ve struggled with that a bit. On point, I can’t think of a prominent recent head of state with o… https://t.co/ifXCxIfUFY",0
3331,deluge,,Online fact-checkers confront deluge of bushfire misinformation https://t.co/ZxSaPDkAia via,0
3332,deluge,"Bhubaneshwar, India",Pro #CAA deluge in Kharge's backyard. #SupportCAA https://t.co/eJ8wxa5BS4,0
3333,deluge,Shropshire,"With #CCPA now taking effect, many businesses will start to see #data subject requests come into their systems by the thous…",0
3334,deluge,"Seattle, WA","With #CCPA now taking effect, many businesses will start to see #data subject requests come into their systems by t… https://t.co/POMdK98PW5",0
3335,deluge,,"They ran it well before she confirmed it, and ran it despite her campaign refusing to comm… https://t.co/HCAlV56NWU",0
3336,deluge,,Massive deluge on the way! Wooohooo,0
3337,deluge,"new york, ny","Here comes your Twitter deluge, BUT, it is POSITIVE. I respect you so much for putting country over… https://t.co/lXcpNXxKPF",0
3338,deluge,"New York City, NY",Black man say jew is white man’s king Unbelievably based,0
3339,deluge,London,Vodafone joins ‘deluge’ of companies banning limited company contractors over IR35 reform https://t.co/NyWc5Xz8zY #ir35 #con…,0
3340,deluge,,"Oh, and you bolstered my hatred of landlords as a social thing. I'm more open about that now, I alw… https://t.co/JsXeEGAeLJ",0
3341,deluge,,"I always had a certain degree of respect for sex workers, but your video I guess made me more open… https://t.co/n1ovabk4x0",0
3342,deluge,,This comment section is fucking cancer. This Laila person is probably wrong. Vaush's point was misunderstoo… https://t.co/cugXN49b9z,0
3343,deluge,she/her,"I look forward to the deluge of ""Is it mortally okay if I want to bang Ewan McGregor's Black Mask?"" posts…",0
3344,deluge,,People try and argue this... Why. It's basic logic 😂 If I abstained from drawing until after I graduat… https://t.co/sA8Ym8yCcf,0
3345,deluge,,"Forecasters are saying there’s “a lot of rain to go round in the next eight days”, with parts of bushfire-ravaged area…",0
3346,deluge,burritoblanket,sorry for the deluge again i've been wanting to say all that for at least 2 months and found the opportunity sdfjs,0
3347,deluge,"Angeles City, Pampanga",Ang lala hahaha I woke up to a deluge of death threats HAHAHAHA,0
3348,deluge,"Bristol, RI",The Science behind how the Great Deluge carved out the Earth...https://t.co/dagtmea0yN,0
3349,deluge,priv @BoyLoudy,how is deluge,0
3350,deluge,Midwest Red State,He seems to be crumbling more rapidly now. There is a deluge of bad news for him and I don't think he's coping…,0
3351,deluge,"Perth, Western Australia",Online fact-checkers confront deluge of bushfire misinformation https://t.co/4HYGuIrSKH,0
3352,deluge,Torreón 🇲🇽,"Venice’s worst flood happened in 1966. At the time, experts thought the flood was a once-in-800 year event. November’s flood…",1
3353,deluge,alappuzha,"Not to angelise IUML, however, can't help but saying that IUML had done yeoman work during Kerala delug… https://t.co/WstMyfcJn7",0
3354,deluge,,so right after debate deadline there's a deluge of polls showing Yang at 5%...,0
3355,deluge,"Indianapolis, IN",Let the deluge of emails begin!,0
3356,deluge,i despise you giuli,"to some extent, I agree But Mormonism goes beyond. Esp. early Mormonism. It represen… https://t.co/0FN8vnqXmQ",0
3357,deluge,"Ottawa, Canada","... i've played D&amp;D for nearly fifteen years now, and it has only very recently and very hesitantly don… https://t.co/ykmU5zEdOq",0
3358,deluge,860-316-4776,Before the #Tuesday #podcast deluge hits be sure to check out our interviews with (27:40) and …,0
3359,deluge,Melbourne VIC AUS,Torrential rain was greeted like an old friend in Northern Territory communities this weekend after a tropical weat… https://t.co/h7JzseQrSH,0
3360,deluge,LONDON-UK,Well just cry me yet another f^&amp;king deluge 😡 https://t.co/o99QkNFdoc,0
3361,deluge,,"#MovieMonday #OurHospitality, 1923 is #BusterKeaton’s 1st masterpiece, said #RogerEbert &amp; there was a deluge of positi…",0
3362,deluge,Gensokyo,Mormonism is just Islam for Americans,0
3363,deluge,i despise you giuli,"as with all things, synthesize.... pagan synthesized with king jesus??? = charles manson",0
3364,deluge,"Arkansas, USA","""With a deluge of self-help and motivational books on the market, it might seem mystifying why so few people manage to actuall…",0
3365,deluge,,"I haven't noticed much of a difference between that and the former, but more importantly, the latter is… https://t.co/ll4M1pXY4J",0
3366,deluge,he	\ they,really gonna take an L and download Deluge BitTorrent Client,0
3367,deluge,NH,Hayward breaks the seal but I’m afraid we’ll still see a deluge of “5 trade scenarios involving Gordon Hayward” stories tomorrow.,0
3368,deluge,"Surrey, British Columbia","I've heard people complain About buckets of rain, As though rain was sent to destroy 'em; And you'd think that they're…",0
3369,deluge,"Perth, Western Australia","Forecasters are saying there’s “a lot of rain to go round in the next eight days”, with parts of bushfire-ravaged a… https://t.co/8jYY7W5vuM",0
3370,deluge,Twitter.com,"Since the officials have clearly decided they're all in on the Caps tonight, Brind'Amour should just get tossed. Tort…",0
3371,deluged,chicago,Bernie's surging in the polls so get ready — we're all about to be deluged by manufactured controversies. https://t.co/sjCK…,0
3372,deluged,,"2/ On , we decided to cover the story in great detail and, to our surprise, in the last month our videos have been…",0
3373,deluged,Eurasie,From 8 AM this morning: Bernie’s surging in the polls so get ready — we’re all about to be deluged by manufactured controve…,0
3374,deluged,,Bernie's surging in the polls so get ready — we're all about to be deluged by manufactured controversies. https://t.co/fy…,0
3375,deluged,,"Wow, I asked a question about interviewing yesterday and I've been deluged with responses, from candidates, recruit… https://t.co/3lW4Ep5aL3",0
3376,deluged,hell,Bernie’s surging in the polls so get ready — we’re all about to be deluged by manufactured controversies. This week… https://t.co/KQhHyK7qLV,0
3377,deluged,PNW,"PLEASE READ! YOUR CALL,EVERY SINGLE CALL MATTERS! IT CAN CHANGE THE MIND OF YOUR REPRESENTATIVES! Remember the vote on AC…",0
3378,deluged,,Bernie's surging in the polls so get ready — we're all about to be deluged by manufactured controversies. https://t.co/E…,0
3379,deluged,"Takoma Park, MD","After Austria had a long drought in 2007, I flew into Vienna to visit my partner while they studied… https://t.co/6y7jJCSTmt",0
3380,deluged,US,"PLEASE READ! YOUR CALL,EVERY SINGLE CALL MATTERS! IT CAN CHANGE THE MIND OF YOUR REPRESENTATIVES! Remember the vote… https://t.co/B7Qk8Z3fxE",0
3381,demolish,Bath,A new year’s resolution for architects: never demolish https://t.co/Xt5Eji7Djg,0
3382,demolish,,Didn’t really demolish us in the 2-1 at etihad,0
3383,demolish,BIGHIT,we have to demolish them 🤭,0
3384,demolish,AH19 | FQ20 | CL16 | GZ7,Mad how we were the only team that season to fully demolish City and we did it 3 times 😭😭 https://t.co/qpAgrh2MZL,0
3385,demolish,"Arrah, India",https://t.co/HCIMVrXCuO IBA UFBU are good for nothing. These two illegal entity are curse for 10 lakh bankers &amp; 4 lakh Bank…,0
3386,demolish,"Edinburgh, Scotland","They should demolish Kevin’s house from Home Alone, after what happened to those two men in there",0
3387,demolish,btspop ⠀|⠀ (she/her),we have to demolish them 🤭 https://t.co/RlhpKGo4eh,0
3388,demolish,Alaska,1. Important: Need your help The log cabin in West Hollywood has been a place where my friends in recovery have sought help/s…,0
3389,demolish,Sydney,Israel moves to demolish the house belonging to the parents of a Palestinian prisoner in Jenin — they have just a few day…,0
3390,demolish,India,https://t.co/HCIMVrXCuO IBA UFBU are good for nothing. These two illegal entity are curse for 10 lakh bankers &amp; 4 l… https://t.co/X2xA5z3Rrz,0
3391,demolish,Nigeria,We won’t demolish property without paying owners – Gov. Makinde https://t.co/x1n73xyxgg #ReadThis https://t.co/eBslPc9SRn,0
3392,demolish,kochi,"Since the #MaraduFlats fiasco is over, can we please demolish the palarivattam flyover now?",0
3393,demolish,Abyss,Ganduje should just resign and become a full-fledged Imam so he can dedicate his time to setti…,0
3394,demolish,"Nairobi, Kenya",Israel is pure evil: Israel's Jerusalem municipality on Sunday forced a Palestinian citizen to demolish his own house in J…,0
3395,demolish,,I appeal every one to reach #ShaheenBaghProtests police are here to demolish our peaceful protest … https://t.co/AtfgO0Jpvy,0
3396,demolish,Nigeria,Ganduje should just resign and become a full-fledged Imam so he can dedicate his time… https://t.co/dA8rpJqwy9,0
3397,demolish,,"During the assault on Velentina by AISA’s Dolan Samantha at the ad-block on 5th January around 3 pm, Akshat Awasthi can clea…",0
3398,demolish,,And Kerala is the first state to demolish the high rise buildings as per the Supreme Court order.,0
3399,demolish,"Karachi, Pakistan","Build a couple of storeys, Took years for them to stand, Takes seconds to demolish, Burried in the sand, He carrie… https://t.co/GYTtawAqlo",0
3400,demolish,#FreeUTUCUHZ💙,Yooo I would demolish trays🤣🤣🥺 https://t.co/wig9xC2Bkh,0
